log_id;customer_id;access_date;access_time;pages_visited;device;session_duration;source_ip
846;457;2023-08-01;4:03;products;desktop;1326;201.142.161.226
847;158;2023-01-08;0:50;policies;mobile;2471;11.80.247.203
848;60;2023-03-06;5:53;terms of use;tablet;1115;70.152.202.62
849;23;2023-03-17;19:44;terms of use;mobile;2053;54.57.107.79
850;85;2023-07-28;5:52;terms of use;desktop;467;130.22.75.2
851;3;2023-06-12;14:43;home page;tablet;2424;76.82.241.61
852;195;2023-06-10;6:25;terms of use;mobile;281;110.255.168.112
853;73;2023-04-29;16:58;terms of use;desktop;587;181.32.168.67
854;366;2023-01-15;4:50;terms of use;mobile;955;155.1.178.102
855;186;2022-12-29;2:32;policies;mobile;644;238.179.156.104
856;337;2022-12-24;2:39;products;tablet;2800;220.69.140.9
857;48;2023-06-11;11:18;terms of use;mobile;2032;216.203.204.242
858;276;2022-12-01;22:52;home page;mobile;2034;21.106.210.235
859;420;2023-09-20;2:32;policies;desktop;1175;19.100.220.46
860;208;2023-09-14;7:51;home page;tablet;278;135.214.176.249
861;295;2023-09-20;9:37;home page;tablet;267;142.179.74.243
862;301;2023-08-04;3:46;terms of use;mobile;485;131.43.140.246
863;488;2023-11-05;7:06;products;tablet;1379;103.79.53.29
864;162;2023-06-24;14:45;policies;desktop;425;18.68.164.85
865;228;2023-01-21;8:06;policies;tablet;2789;247.154.209.152
866;407;2023-03-07;9:48;policies;desktop;3546;108.207.184.71
867;334;2023-02-02;9:58;home page;tablet;698;130.118.128.176
868;8;2023-08-02;2:09;home page;desktop;2857;85.13.32.186
869;403;2023-09-27;22:54;products;tablet;2027;92.152.208.181
870;266;2023-02-25;22:45;policies;desktop;1658;165.114.139.122
871;390;2023-09-30;1:10;home page;mobile;325;195.127.48.142
872;248;2023-02-28;3:28;products;mobile;526;45.103.136.0
873;90;2023-09-05;5:51;policies;tablet;1939;200.223.105.113
874;215;2023-08-07;17:11;products;mobile;1854;67.100.255.252
875;99;2023-01-07;23:16;products;mobile;3389;89.215.204.83
876;345;2023-06-16;1:44;policies;tablet;3417;107.56.92.58
877;430;2022-12-04;9:09;products;mobile;2362;18.143.133.231
878;335;2022-11-08;14:09;terms of use;desktop;912;53.81.70.111
879;221;2022-11-24;23:21;products;tablet;124;65.147.163.174
880;305;2023-01-16;14:45;terms of use;desktop;1935;226.223.184.34
881;499;2023-04-27;12:44;products;mobile;1814;123.219.204.248
882;394;2023-07-23;18:44;home page;desktop;3499;53.183.236.226
883;342;2023-10-27;9:13;terms of use;mobile;1485;83.42.99.127
884;499;2023-07-31;16:28;products;mobile;916;112.8.176.69
885;485;2023-08-24;19:32;products;tablet;1033;93.162.66.29
886;380;2023-09-27;13:22;terms of use;desktop;306;181.198.81.167
887;109;2023-02-16;23:57;products;tablet;1856;42.2.183.160
888;476;2023-01-11;19:19;terms of use;mobile;754;165.97.9.119
889;160;2023-04-16;2:00;home page;mobile;3237;31.222.208.96
890;128;2023-07-31;16:34;policies;desktop;1792;233.159.91.52
891;362;2023-05-26;19:24;terms of use;desktop;2837;35.240.110.185
892;428;2023-03-04;22:11;terms of use;tablet;2213;136.121.174.28
893;254;2023-07-03;6:46;products;mobile;2440;120.142.57.29
894;390;2023-10-02;0:41;products;mobile;3364;158.221.248.161
895;219;2022-11-11;13:39;home page;desktop;2831;125.71.62.128
896;79;2023-10-03;1:32;home page;tablet;2243;200.228.85.178
897;432;2023-06-12;10:28;home page;tablet;2003;170.222.180.148
898;105;2023-04-07;18:20;home page;tablet;788;142.40.211.45
899;152;2023-07-07;10:52;terms of use;mobile;2993;252.244.234.169
900;240;2022-11-08;23:36;home page;tablet;2469;32.200.190.163
901;24;2023-06-30;18:03;products;mobile;206;136.96.192.186
902;32;2023-06-16;7:36;home page;tablet;3477;254.178.104.127
903;346;2023-07-10;7:35;policies;mobile;968;45.223.6.189
904;24;2023-05-09;3:12;terms of use;desktop;2629;148.169.151.190
905;7;2023-03-26;5:08;terms of use;mobile;774;60.140.242.82
906;234;2023-08-01;16:14;policies;desktop;883;151.144.91.125
907;404;2023-03-19;11:21;policies;tablet;2826;165.148.77.23
908;119;2023-08-02;7:59;policies;desktop;1676;18.188.227.64
909;360;2023-09-29;22:44;home page;desktop;220;253.14.127.221
910;89;2023-03-30;6:35;home page;desktop;514;91.172.10.66
911;230;2023-05-21;15:58;products;desktop;2809;231.109.92.46
912;336;2023-01-15;2:02;products;tablet;917;102.212.144.250
913;328;2023-06-28;7:00;home page;mobile;1670;146.84.63.207
914;201;2023-01-01;8:54;products;tablet;2521;151.199.204.217
915;53;2023-04-25;8:26;home page;tablet;1871;47.62.129.3
916;386;2022-11-27;10:17;products;desktop;1379;0.163.238.84
917;245;2023-09-09;9:35;home page;mobile;3241;186.203.107.120
918;260;2023-04-11;12:37;policies;mobile;3082;197.113.115.84
919;110;2023-01-31;4:36;terms of use;tablet;2598;102.173.177.8
920;65;2023-05-05;0:36;products;tablet;1984;225.16.95.253
921;257;2023-03-17;10:52;products;mobile;687;227.64.62.11
922;460;2023-09-29;4:05;home page;desktop;3215;34.118.182.2
923;470;2023-07-19;1:46;home page;mobile;2440;60.251.231.182
924;230;2023-08-17;9:13;policies;mobile;3091;238.194.22.13
925;345;2023-02-06;1:00;home page;desktop;1565;16.12.89.126
926;64;2023-04-13;21:10;products;desktop;2148;66.22.3.13
927;102;2022-12-27;5:28;terms of use;mobile;1677;109.186.62.192
928;360;2022-12-26;21:54;home page;desktop;2572;43.42.1.113
929;445;2023-02-21;10:26;home page;tablet;2149;150.50.252.183
930;372;2023-04-13;21:25;policies;tablet;2438;59.63.177.126
931;126;2023-02-01;19:28;home page;mobile;845;43.191.38.109
932;284;2023-01-07;9:45;terms of use;desktop;213;95.194.130.136
933;499;2023-07-16;22:04;terms of use;mobile;2251;108.228.229.225
934;452;2023-07-19;3:29;products;desktop;1587;135.138.8.99
935;264;2023-09-18;15:10;terms of use;desktop;453;129.36.150.51
936;386;2023-09-30;2:12;terms of use;tablet;2148;88.115.99.152
937;411;2023-03-10;11:18;policies;desktop;460;174.22.227.19
938;5;2022-11-28;11:12;policies;tablet;1574;169.130.72.187
939;495;2023-02-15;5:14;policies;tablet;583;189.128.75.184
940;489;2023-07-05;22:59;policies;desktop;1286;140.211.168.255
941;140;2023-01-16;1:49;home page;mobile;892;170.200.37.65
942;183;2023-02-14;23:43;terms of use;tablet;3172;17.5.124.136
943;7;2023-02-28;16:53;policies;tablet;1062;117.237.42.137
944;388;2022-12-06;12:45;products;desktop;467;53.137.103.5
945;430;2022-11-18;22:12;terms of use;mobile;1588;27.59.131.235
946;107;2023-03-28;22:47;terms of use;desktop;687;126.46.23.40
947;224;2023-02-19;6:59;terms of use;desktop;1213;44.255.77.190
948;350;2023-10-29;15:38;products;mobile;818;237.137.105.149
949;12;2023-08-17;11:02;terms of use;mobile;2473;215.128.72.184
950;480;2023-02-15;23:17;terms of use;desktop;95;76.203.118.250
951;10;2023-01-16;13:15;policies;desktop;3551;27.169.253.50
952;347;2023-04-25;3:45;home page;mobile;233;139.63.224.127
953;94;2023-07-06;15:09;terms of use;desktop;1965;110.69.73.55
954;13;2023-03-15;20:17;terms of use;tablet;3503;196.188.145.111
955;392;2023-04-06;7:38;home page;desktop;3453;199.125.128.228
956;404;2022-12-07;23:10;terms of use;tablet;1842;63.190.118.241
957;179;2023-07-28;21:50;home page;desktop;2196;25.176.226.39
958;62;2022-12-08;22:09;policies;desktop;76;1.31.231.223
959;81;2023-04-13;10:23;policies;mobile;3379;24.65.211.81
960;85;2023-07-29;2:10;products;mobile;3001;204.135.155.228
961;105;2023-07-14;17:58;terms of use;desktop;1562;131.194.86.166
962;183;2023-10-31;19:21;home page;mobile;2871;87.178.239.145
963;366;2023-05-11;18:49;terms of use;desktop;283;184.58.57.114
964;400;2023-06-28;14:54;policies;mobile;909;58.111.116.51
965;138;2023-08-16;15:04;products;tablet;925;173.73.51.181
966;107;2023-09-17;20:13;terms of use;mobile;1826;250.226.62.135
967;279;2023-08-04;14:18;products;desktop;615;55.43.198.190
968;236;2023-10-16;11:08;policies;tablet;2252;242.101.159.245
969;212;2023-04-13;7:04;products;mobile;1240;113.189.4.181
970;9;2023-01-26;20:57;terms of use;desktop;2536;236.247.233.80
971;417;2023-05-23;3:47;home page;tablet;1489;73.141.183.3
972;31;2023-05-30;8:00;terms of use;desktop;3334;123.148.214.132
973;394;2023-07-02;8:15;policies;mobile;1120;51.254.168.88
974;150;2023-09-19;19:05;products;tablet;3170;149.182.233.17
975;91;2022-12-22;14:07;terms of use;mobile;2505;26.85.92.154
976;89;2023-06-06;21:39;products;mobile;2387;136.239.9.62
977;148;2023-08-02;17:36;terms of use;tablet;704;86.86.94.165
978;133;2022-11-25;8:17;policies;desktop;2523;103.45.87.91
979;161;2023-08-17;4:18;terms of use;desktop;3388;203.145.117.147
980;433;2023-08-12;4:59;terms of use;mobile;2037;56.107.140.13
981;395;2023-04-09;1:51;products;desktop;166;232.183.157.202
982;141;2023-02-24;6:23;products;tablet;2352;169.85.115.204
983;181;2023-10-01;12:25;terms of use;desktop;2107;244.76.204.8
984;22;2023-07-26;7:33;terms of use;mobile;961;190.14.189.90
985;272;2022-11-18;21:30;policies;desktop;1483;128.182.24.44
986;176;2023-07-01;0:47;policies;desktop;70;40.32.132.149
987;282;2023-05-10;7:34;policies;mobile;1549;247.253.198.88
988;220;2023-01-16;2:54;home page;desktop;115;26.5.244.216
989;480;2023-09-27;9:23;products;tablet;2669;175.221.124.96
990;45;2023-06-25;23:40;home page;desktop;1268;165.22.148.224
991;307;2023-03-30;14:57;products;desktop;2820;146.60.180.211
992;211;2023-01-19;15:44;terms of use;tablet;3598;212.62.16.139
993;426;2023-09-24;2:02;policies;desktop;2616;206.11.16.7
994;402;2023-06-19;14:35;policies;desktop;1694;76.79.131.169
995;115;2023-01-14;2:41;terms of use;desktop;2157;27.244.69.203
996;302;2023-10-10;8:47;home page;mobile;2365;219.115.33.237
997;451;2023-05-04;22:26;terms of use;mobile;3005;229.118.98.150
998;165;2023-01-13;20:52;home page;mobile;2895;62.181.127.188
999;129;2023-10-22;14:01;terms of use;desktop;1644;170.189.233.93
1000;458;2023-01-19;23:29;products;mobile;2358;45.178.200.209
