purchase_id;customer_id;purchase_date;purchase_time;purchase_value;purchased_products;payment_method;purchase_status
913;334;2023-12-10;20:55;9510.29;product1;paypal;cancelled
914;374;2023-05-07;3:22;4420.79;product3;credit_card;cancelled
915;460;2023-08-07;19:58;2849.91;product1;cash;pending
916;129;2023-12-02;1:32;4035.49;product2;paypal;pending
917;373;2023-12-08;19:07;663.37;product3;paypal;pending
918;237;2023-07-28;4:09;5265.47;product1;paypal;completed
919;275;2023-03-07;3:40;7728.0;product1;credit_card;pending
920;94;2023-09-04;21:11;6690.01;product2;cash;completed
921;148;2023-01-26;14:41;7540.8;product2;paypal;cancelled
922;62;2023-06-10;8:44;3953.23;product1;credit_card;pending
923;198;2023-04-09;22:32;6493.44;product2;paypal;completed
924;266;2023-04-04;13:28;6976.35;product3;credit_card;cancelled
925;349;2023-07-13;17:51;6181.55;product2;paypal;cancelled
926;139;2023-09-21;21:08;9285.67;product3;paypal;pending
927;357;2023-02-03;15:03;9236.24;product1;credit_card;completed
928;238;2023-06-04;19:59;4924.96;product1;paypal;completed
929;139;2023-02-08;6:12;5998.57;product2;credit_card;pending
930;290;2023-07-23;7:56;7973.0;product1;cash;cancelled
931;432;2023-05-03;9:11;5872.71;product3;cash;cancelled
932;67;2023-05-22;2:50;2801.67;product3;cash;pending
933;217;2023-11-12;5:42;8109.32;product3;paypal;cancelled
934;236;2023-06-06;20:05;180.0;product3;paypal;completed
935;305;2023-12-12;0:31;8742.39;product1;credit_card;completed
936;486;2023-03-14;11:52;2573.56;product1;paypal;cancelled
937;321;2023-08-04;2:26;910.92;product1;paypal;cancelled
938;397;2023-06-26;6:27;6987.51;product1;paypal;completed
939;277;2023-04-28;12:18;9358.48;product3;credit_card;completed
940;2;2023-10-08;1:35;7518.57;product2;credit_card;pending
941;120;2023-11-10;9:07;1247.16;product3;credit_card;cancelled
942;417;2023-11-15;0:14;7027.41;product3;cash;cancelled
943;135;2023-08-24;11:31;9179.96;product3;credit_card;cancelled
944;479;2023-09-12;19:54;2930.06;product3;cash;pending
945;77;2023-05-12;0:01;7823.27;product3;credit_card;pending
946;68;2023-04-04;1:46;1548.14;product2;cash;pending
947;162;2023-05-31;20:18;5069.67;product2;paypal;pending
948;228;2023-01-08;0:59;2680.44;product3;paypal;pending
949;252;2023-08-28;4:06;3149.1;product1;paypal;cancelled
950;77;2023-03-27;12:50;5340.88;product1;paypal;pending
951;105;2023-08-09;10:01;2480.71;product1;cash;cancelled
952;453;2023-04-30;22:02;3661.8;product1;paypal;pending
953;349;2023-02-24;18:38;1446.19;product1;cash;completed
954;434;2023-01-21;4:56;7170.47;product1;credit_card;cancelled
955;292;2023-04-27;9:08;2958.41;product3;paypal;cancelled
956;272;2023-09-16;1:45;8748.08;product1;credit_card;cancelled
957;332;2023-07-16;0:25;2070.65;product2;cash;cancelled
958;258;2023-02-10;2:35;9293.08;product3;credit_card;pending
959;338;2023-03-14;10:18;8618.07;product2;paypal;completed
960;251;2023-06-08;17:17;7545.89;product2;credit_card;cancelled
961;124;2023-12-07;14:53;3715.66;product1;paypal;pending
962;89;2023-05-19;16:11;725.01;product2;credit_card;pending
963;229;2023-10-30;10:30;405.29;product1;credit_card;pending
964;348;2023-12-22;11:23;6595.56;product3;paypal;cancelled
965;364;2023-12-28;15:21;1024.73;product2;paypal;completed
966;180;2023-10-24;2:23;5876.0;product2;cash;cancelled
967;479;2023-09-26;5:42;3334.36;product1;credit_card;cancelled
968;7;2023-04-18;13:48;7346.71;product2;paypal;pending
969;259;2023-02-24;21:55;280.25;product2;cash;pending
970;313;2023-10-06;7:36;3159.38;product2;paypal;cancelled
971;38;2023-12-21;7:45;8932.13;product3;cash;cancelled
972;267;2023-06-22;18:36;7680.72;product2;credit_card;pending
973;126;2023-10-21;13:39;8786.56;product2;credit_card;completed
974;316;2023-11-27;16:37;3623.48;product2;credit_card;pending
975;169;2023-10-09;16:23;317.08;product1;cash;pending
976;234;2023-04-28;8:56;7262.56;product2;paypal;completed
977;202;2023-02-23;5:26;1954.55;product1;paypal;pending
978;32;2023-09-04;21:57;2147.23;product3;credit_card;completed
979;101;2023-07-25;20:46;2673.27;product2;cash;pending
980;100;2023-06-14;19:28;8659.49;product3;cash;completed
981;173;2023-08-17;2:02;7804.1;product3;credit_card;pending
982;408;2023-11-22;17:59;8650.6;product3;credit_card;completed
983;283;2023-03-10;8:21;2501.53;product2;cash;cancelled
984;229;2023-03-09;6:45;1212.09;product3;paypal;completed
985;279;2023-07-21;10:48;3486.3;product1;credit_card;completed
986;33;2023-05-13;17:23;4509.25;product3;paypal;cancelled
987;157;2023-03-06;23:18;7125.9;product3;cash;completed
988;412;2023-09-12;8:07;3206.49;product2;credit_card;cancelled
989;312;2023-07-14;9:18;9026.77;product3;cash;pending
990;62;2023-11-09;23:24;5307.97;product3;cash;completed
991;112;2023-07-17;8:13;6860.17;product3;cash;completed
992;68;2023-03-03;13:33;8498.03;product3;cash;pending
993;301;2023-01-19;20:01;4206.05;product2;cash;cancelled
994;456;2023-10-31;17:43;3548.0;product3;credit_card;cancelled
995;435;2023-01-16;11:33;9188.25;product3;cash;pending
996;320;2023-01-29;1:53;2016.03;product1;paypal;cancelled
997;266;2023-07-16;7:05;6200.33;product1;paypal;cancelled
998;169;2023-08-25;11:56;6068.44;product3;cash;completed
999;15;2023-06-02;4:14;7731.17;product1;credit_card;pending
1000;240;2023-03-04;4:16;5631.1;product2;paypal;completed
